Numéro,Pokémon,Forme,Rouge,Bleu,Jaune,Or,Argent,Cristal,Rubis,Saphir,Émeraude,Rouge-Feu,Vert-Feuille,Diamant,Perle,Platine,Or HeartGold,Argent SoulSilver,Noire,Blanche,Noire 2,Blanche 2,X,Y,Rubis Omega,Saphir Alpha,Soleil,Lune,Ultra Soleil,Ultra Lune,Let's Go Evoli,Let's Go Pikachu,Épée,Bouclier,Diamant Étincelant,Perle Scintillante,Légendes Arceus,Écarlate,Violet,Légendes ZA
0671,Florges,Fleur Jaune,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0671,Florges,Fleur Bleu,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0671,Florges,Fleur Blanc,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0672,Cabriolaine,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Incompatible,Incompatible,Incompatible,Incompatible,,,,
0673,Chevroum,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,"Routes 10, 11, et 17","Routes 10, 11, et 17","Routes 10, 11","Routes 10, 11",,,"Route 3, Plaine Verdoyante, Lac Coupenotte Ouest, Lac Coupenotte Est","Route 3, Plaine Verdoyante, Lac Coupenotte Ouest, Lac Coupenotte Est",Incompatible,Incompatible,,,,
0674,Pandespiègle,,,,,,,,,,,,,,,,,,,,,,Route 5,Route 5,Indisponible,Indisponible,Intrusion* (Pandespiègle*),Intrusion* (Pandespiègle*),Intrusion* (Pandespiègle*),Intrusion* (Pandespiègle*),,,"Lac Ouragan, Expédition Dynamax","Lac Ouragan, Expédition Dynamax",Incompatible,Incompatible,,,,
0675,Pandarbare,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Ekaeka, Route 2, Prairie de Poni, Vieille Route","Ekaeka, Route 2, Prairie de Poni, Vieille Route",,,Incompatible,Incompatible,Incompatible,Incompatible,,,,
0676,Couafarel,Sauvage,,,,,,,,,,,,,,,,,,,,,Route 5,Route 5,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Coeur,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Étoile,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Diamant,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Demoiselle,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Madame,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Monsieur,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Reine,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Kabuki,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0676,Couafarel,Coupe Pharaon,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,"Route 5, Plateau de Kickenham, Berges de Motorby","Route 5, Plateau de Kickenham, Berges de Motorby",Incompatible,Incompatible,,,,
0677,Psystigri,,,,,,,,,,,,,,,,,,,,,,Route 6,Route 6,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,"Route 7, Fosse des Sables","Route 7, Fosse des Sables",Incompatible,Incompatible,,,,
0678,Mistigrix,Mâle,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0678,Mistigrix,Femelle,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,"Scanner des Îles : Mercredi, Côte Reculée d'Akala","Scanner des Îles : Mercredi, Côte Reculée d'Akala","Scanner des Îles : Mercredi, Côte Reculée d'Akala","Scanner des Îles : Mercredi, Côte Reculée d'Akala",,,Plateau de Kickenham,Plateau de Kickenham,Incompatible,Incompatible,,,,
0679,Monorpale,,,,,,,,,,,,,,,,,,,,,,Route 6,Route 6,Indisponible,Indisponible,Faire évoluer Monorpale (niveau 35),Faire évoluer Monorpale (niveau 35),Faire évoluer Monorpale (niveau 35),Faire évoluer Monorpale (niveau 35),,,"Lac Ouragan, Coiffe du Géant, Expédition Dynamax","Lac Ouragan, Coiffe du Géant, Expédition Dynamax",Incompatible,Incompatible,,,,
0680,Dimoclès,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Faire évoluer Dimoclès avec une Pierre Nuit,Faire évoluer Dimoclès avec une Pierre Nuit,Faire évoluer Dimoclès avec une Pierre Nuit,Faire évoluer Dimoclès avec une Pierre Nuit,,,Coiffe du Géant,Coiffe du Géant,Incompatible,Incompatible,,,,
0681,Exagide,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Échange,"Route 5, Forêt de Lumirinth, Miroir du Géant, Plaine Rocheuse",Incompatible,Incompatible,,,,
0682,Fluvetin,,,,,,,,,,,,,,,,,,,,,,"Safari des Amis Fée, position 2 (4313-7297-4017)",Route 7,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Échange,Raid Dynamax,Incompatible,Incompatible,,,,
0683,Cocotine,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,"Route 5, Forêt de Lumirinth, Miroir du Géant, Plaine Rocheuse",Échange,Incompatible,Incompatible,,,,
0684,Sucroquin,,,,,,,,,,,,,,,,,,,,,,Route 7,"Safari des Amis Fée, position 2 (0361-7958-5316)",Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,Raid Dynamax,Échange,Incompatible,Incompatible,,,,
0685,Cupcanaille,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Abords d'Ekaeka, Vieille Route, Chemin du Défi, Prairie de Poni","Abords d'Ekaeka, Vieille Route, Chemin du Défi, Prairie de Poni",,,"Route 7, Route 9, Prairie Entre-Ponts, Fosse des Sables, Miroir du Géant, Plateau de Kickenham, Plaine Salutation, Plage de l'Épreuve, Plaine des Efforts, Lagune Circulaire","Route 7, Route 9, Prairie Entre-Ponts, Fosse des Sables, Miroir du Géant, Plateau de Kickenham, Plaine Salutation, Plage de l'Épreuve, Plaine des Efforts, Lagune Circulaire",Incompatible,Incompatible,,,,
0686,Sepiatop,,,,,,,,,,,,,,,,,,,,,,"Route 8, Baie Azur","Route 8, Baie Azur",Indisponible,Indisponible,Échange,Échange,Faire évoluer Sepiatop en retournant la console quand il passe au niveau 30,Faire évoluer Sepiatop en retournant la console quand il passe au niveau 30,,,"Plaine Salutation, Lande Boldair, Lagune Circulaire, Plaine des Efforts, Expédition Dynamax","Plaine Salutation, Lande Boldair, Lagune Circulaire, Plaine des Efforts, Expédition Dynamax",Incompatible,Incompatible,,,,
0687,Sepiatroce,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,Faire reproduire Golgopathe,Faire reproduire Golgopathe,,,"Mine de Galar n° 2, Berges de Motorby, Prairie Entre-Ponts","Mine de Galar n° 2, Berges de Motorby, Prairie Entre-Ponts",Incompatible,Incompatible,,,,
0688,Opermine,,,,,,,,,,,,,,,,,,,,,,"Route 8, Route 12, Roche-sur-Gliffe, Baie Azur (Éclate-Roc)","Route 8, Route 12, Roche-sur-Gliffe, Relifac-le-Haut, Baie Azur (Éclate-Roc)","Île Mirage (Sud-est du Chenal 109, Sud de Pacifiville, Éclate-Roc)","Île Mirage (Sud-est du Chenal 109, Sud de Pacifiville, Éclate-Roc)",Échange,Échange,"Ultra-Dimension, brèche bleue","Ultra-Dimension, brèche bleue",,,"Route 9, Fosse des Sables, Expédition Dynamax","Route 9, Fosse des Sables, Expédition Dynamax",Incompatible,Incompatible,,,,
0689,Golgopathe,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,Faire reproduire Kravarech,Faire reproduire Kravarech,,,Échange,"Mer Eau-Hisse, Mer Align'Îlots, Mer Isol'Îlots, Mer Calméole, Îlot Calméole",Incompatible,Incompatible,,,,
0690,Venalgue,,,,,,,,,,,,,,,,,,,,,,Indisponible,"Route 8, Roche-sur-Gliffe, Relifac-le-Haut (Super Canne)","Chenal 105, Chenal 106, Chenal 107, Chenal 108, Chenal 109 (Navi-Dex)",Indisponible,Échange,Échange,,Récif de Poni (embuscade jets d'eau),,,Échange,"Mer Eau-Hisse, Mer Align'Îlots, Mer Isol'Îlots, Mer Calméole, Îlot Calméole",Incompatible,Incompatible,,,,
0691,Kravarech,,,,,,,,,,,,,,,,,,,,,,Indisponible,"Route 8, Roche-sur-Gliffe, Relifac-le-Haut (Méga Canne)",Indisponible,Indisponible,Échange,Échange,Faire reproduire Gamblast,Faire reproduire Gamblast,,,"Mer Eau-Hisse, Mer Align'Îlots, Mer Isol'Îlots, Mer Calméole, Îlot Calméole",Échange,Incompatible,Incompatible,,,,
0692,Flingouste,,,,,,,,,,,,,,,,,,,,,,"Route 8, Roche-sur-Gliffe, Relifac-le-Haut (Super Canne)",Indisponible,Indisponible,"Chenal 105, Chenal 106, Chenal 107, Chenal 108, Chenal 109 (Navi-Dex)",Échange,Échange,Récif de Poni (embuscade jets d'eau),,,,"Mer Eau-Hisse, Mer Align'Îlots, Mer Isol'Îlots, Mer Calméole, Îlot Calméole",Échange,Incompatible,Incompatible,,,,
0693,Gamblast,,,,,,,,,,,,,,,,,,,,,,"Route 8, Roche-sur-Gliffe, Relifac-le-Haut (Méga Canne)",Indisponible,Indisponible,Indisponible,Échange,Échange,Faire reproduire Iguolta,Faire reproduire Iguolta,,,"Route 9, Miroir du Géant","Route 9, Miroir du Géant",Incompatible,Incompatible,,,,
0694,Galvaran,,,,,,,,,,,,,,,,,,,,,,Route 9,Route 9,Indisponible,Indisponible,Échange,Échange,"Ultra-Dimension, brèche verte","Ultra-Dimension, brèche verte",,,Expédition Dynamax,Expédition Dynamax,Incompatible,Incompatible,,,,
0695,Iguolta,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Acheter le Fossile Mâchoire à la boutique d'Alyxia à Konikoni, Trouver le Fossile Mâchoire, via le Poké Loisir, Îlot Farfouille","Trouver le Fossile Mâchoire, via le Poké Loisir, Îlot Farfouille",,,Lac Poké Ball,Lac Poké Ball,Incompatible,Incompatible,,,,
0696,Ptyranidur,,,,,,,,,,,,,,,,,,,,,,"Réanimer le Fossile Mâchoire au Bureau d'Étude des Fossiles à Roche-sur-Gliffe (Fossile donné dans la Grotte Étincelante, choix entre lui et le Fossile Nageoire)","Réanimer le Fossile Mâchoire au Bureau d'Étude des Fossiles à Roche-sur-Gliffe (Fossile donné dans la Grotte Étincelante, choix entre lui et le Fossile Nageoire)",Indisponible,Indisponible,Échange,Échange,Faire évoluer Ptyranidur (niveau 39 le jour),Faire évoluer Ptyranidur (niveau 39 le jour),,,"Lac Poké Ball, Expédition Dynamax","Lac Poké Ball, Expédition Dynamax",Incompatible,Incompatible,,,,
0697,Rexillius,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Trouver le Fossile Nageoire, via le Poké Loisir, Îlot Farfouille","Acheter le Fossile Nageoire à la boutique d'Alyxia à Konikoni, Trouver le Fossile Nageoire, via le Poké Loisir, Îlot Farfouille",,,"Plateau Beau-Gant, Plaine Granfroy, Pente Enneigée","Plateau Beau-Gant, Plaine Granfroy, Pente Enneigée",Incompatible,Incompatible,,,,
0698,Amagara,,,,,,,,,,,,,,,,,,,,,,"Réanimer le Fossile Nageoire au Bureau d'Étude des Fossiles à Roche-sur-Gliffe (Fossile donné dans la Grotte Étincelante, choix entre lui et le Fossile Mâchoire)","Réanimer le Fossile Nageoire au Bureau d'Étude des Fossiles à Roche-sur-Gliffe (Fossile donné dans la Grotte Étincelante, choix entre lui et le Fossile Mâchoire)",Indisponible,Indisponible,Échange,Échange,Faire évoluer Amagara (niveau 39 la nuit),Faire évoluer Amagara (niveau 39 la nuit),,,"Pente Enneigée, Expédition Dynamax","Pente Enneigée, Expédition Dynamax",Incompatible,Incompatible,,,,
0699,Dragmara,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Faire gagner un niveau à Évoli alors qu'il connaît une attaque de type Fée et a deux cœurs d'affection à la Poké Détente,Faire gagner un niveau à Évoli alors qu'il connaît une attaque de type Fée et a deux cœurs d'affection à la Poké Détente,Faire gagner un niveau à Évoli alors qu'il connaît une attaque de type Fée et a deux cœurs d'affection à la Poké Détente,Faire gagner un niveau à Évoli alors qu'il connaît une attaque de type Fée et a deux cœurs d'affection à la Poké Détente,,,"Lac Ouragan, Repos du Géant","Lac Ouragan, Repos du Géant",??,??,,,,
0700,Nymphali,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,Route 3,Route 3,,,"Route 6, Plateau de Kickenham, Expédition Dynamax","Route 6, Plateau de Kickenham, Expédition Dynamax",Incompatible,Incompatible,,,,
0701,Brutalibré,,,,,,,,,,,,,,,,,,,,,,Route 10,Route 10,Indisponible,Indisponible,Échange,Échange,Mont Ardent,Mont Ardent,,,"Plage de l'Épreuve, Expédition Dynamax","Plage de l'Épreuve, Expédition Dynamax",Incompatible,Incompatible,,,,
0702,Dedenne,,,,,,,,,,,,,,,,,,,,,,Route 11,Route 11,Indisponible,Indisponible,"Colline Dicarat, Grand Canyon de Poni","Colline Dicarat, Grand Canyon de Poni","Colline Dicarat, Grand Canyon de Poni","Colline Dicarat, Grand Canyon de Poni",,,"Galeries Monte-Pic, Cavernes Gronde-Mer, Grotte du Lac","Galeries Monte-Pic, Cavernes Gronde-Mer, Grotte du Lac",Incompatible,Incompatible,,,,
0703,Strassie,,,,,,,,,,,,,,,,,,,,,,Grotte Étincelante (Marche et Horde*),Grotte Étincelante (Marche et Horde*),Indisponible,Indisponible,"Route 17, Jungle Sombrefeuille : Intrusion* sous Pluie (Par n'importe quel Pokémon)","Route 17, Jungle Sombrefeuille : Intrusion* sous Pluie (Par n'importe quel Pokémon)","Route 17, Jungle Sombrefeuille : Intrusion* sous Pluie (Par n'importe quel Pokémon)","Route 17, Jungle Sombrefeuille : Intrusion* sous Pluie (Par n'importe quel Pokémon)",,,Échange,"Lac Ouragan, Lande Boldair, Route de l'Épreuve",??,??,,,,
0704,Mucuscule,,,,,,,,,,,,,,,,,,,,,,"Route 14 (Hautes herbes, Marécage et Surf)","Route 14 (Hautes herbes, Marécage et Surf)",Indisponible,Indisponible,Île Noadkoko : Intrusion* sous Pluie (Par n'importe quel Pokémon),Île Noadkoko : Intrusion* sous Pluie (Par n'importe quel Pokémon),Île Noadkoko : Intrusion* sous Pluie (Par n'importe quel Pokémon),Île Noadkoko : Intrusion* sous Pluie (Par n'importe quel Pokémon),,,Échange,Lac Ouragan,Incompatible,Incompatible,,,,
0705,Colimucus,,,,,,,,,,,,,,,,,,,,,,"Route 19 (Hautes herbes, Marécage et Surf)","Route 19 (Hautes herbes, Marécage et Surf)",Indisponible,Indisponible,"Faire évoluer Colimucus (niveau 50, sous la pluie)","Faire évoluer Colimucus (niveau 50, sous la pluie)","Faire évoluer Colimucus (niveau 50, sous la pluie)","Faire évoluer Colimucus (niveau 50, sous la pluie)",,,Échange,Raid Dynamax,??,??,,,,
0705,Colimucus,Hisui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0706,Muplodocus,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Ancien site Bradley Prix,Ancien site Bradley Prix,Ancien site Bradley Prix,Ancien site Bradley Prix,,,"Plaine Salutation, Expédition Dynamax","Plaine Salutation, Expédition Dynamax",??,??,,,,
0706,Muplodocus,Hisui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0707,Trousselin,,,,,,,,,,,,,,,,,,,,,,"Route 15, Route 16 (Rare ; Hautes herbes, fleurs et Horde), Hôtel Désolation (Peu Commun)","Route 15, Route 16 (Rare ; Hautes herbes, fleurs et Horde), Hôtel Désolation (Peu Commun)",Route 113 (Navi-Dex),Route 113 (Navi-Dex),Colline Memento,Colline Memento,Colline Memento,Colline Memento,,,"Forêt de Lumirinth, Plateau Beau-Gant, Cimetière Ancien, Pente Enneigée, Empreinte du Géant, Croisée Trois-Voies","Forêt de Lumirinth, Plateau Beau-Gant, Cimetière Ancien, Pente Enneigée, Empreinte du Géant, Croisée Trois-Voies",Incompatible,Incompatible,,,,
0708,Brocélôme,,,,,,,,,,,,,,,,,,,,,,Route 16,Route 16,Bois Clémenti (Navi-Dex),Bois Clémenti (Navi-Dex),"Faire évoluer Brocélôme par échange, Échange interne","Faire évoluer Brocélôme par échange, Échange interne","Faire évoluer Brocélôme par échange, Échange interne, Village Toko","Faire évoluer Brocélôme par échange, Échange interne, Village Toko",,,"Plateau Beau-Gant, Cimetière Ancien, Pente Enneigée, Expédition Dynamax","Plateau Beau-Gant, Cimetière Ancien, Pente Enneigée, Expédition Dynamax",Incompatible,Incompatible,,,,
0709,Desséliande,,,,,,,,,,,,,,,,,,,,,,Route 20 (Hautes herbes et Horde),Route 20 (Hautes herbes et Horde),Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,"Route 4, Miroir du Géant, Plateau de Kickenham","Route 4, Miroir du Géant, Plateau de Kickenham",Incompatible,Incompatible,,,,
0710,Pitrouille,Petite,,,,,,,,,,,,,,,,,,,,,Route 16 (Hautes herbes),Route 16 (Hautes herbes),Indisponible,Indisponible,,,,,,,,,,,,,,
0710,Pitrouille,Moyenne,,,,,,,,,,,,,,,,,,,,,Route 16 (Hautes herbes),Route 16 (Hautes herbes),Indisponible,Indisponible,,,,,,,,,,,,,,
0710,Pitrouille,Grande,,,,,,,,,,,,,,,,,,,,,Route 16 (Hautes herbes),Route 16 (Hautes herbes),Indisponible,Indisponible,,,,,,,,,,,,,,
0710,Pitrouille,Giga,,,,,,,,,,,,,,,,,,,,,Route 16 (Hautes herbes),Route 16 (Hautes herbes),Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,"Plateau de Kickenham, Expédition Dynamax","Plateau de Kickenham, Expédition Dynamax",Incompatible,Incompatible,,,,
0711,Banshitrouye,Petite,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0711,Banshitrouye,Moyenne,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0711,Banshitrouye,Grande,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,,,,,,,,,,,,,,
0711,Banshitrouye,Giga,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,"Route 9, Lac Ouragan, Mer Banquise, Croisée Trois-Voies","Route 9, Lac Ouragan, Mer Banquise, Croisée Trois-Voies",??,??,,,,
0712,Grelaçon,,,,,,,,,,,,,,,,,,,,,,Caverne Gelée,Caverne Gelée,Indisponible,Indisponible,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,À transférer via Banque Pokémon,,,"Lac Ouragan, Mer Banquise, Croisée Trois-Voies","Lac Ouragan, Mer Banquise, Croisée Trois-Voies",Incompatible,Incompatible,,,,
0713,Séracrawl,,,,,,,,,,,,,,,,,,,,,,Faire évoluer Grelaçon au N.37,Faire évoluer Grelaçon au N.37,Indisponible,Indisponible,Échange,Échange,Grotte Verdoyante,Grotte Verdoyante,,,Incompatible,Incompatible,??,??,,,,
0713,Séracrawl,Hisui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0714,Sonistrelle,,,,,,,,,,,,,,,,,,,,,,"Grotte Coda, Route Victoire (Embuscades, chutant du plafond)","Grotte Coda, Route Victoire (Embuscades, chutant du plafond)",Indisponible,Indisponible,Échange,Échange,Caverne Coda,Caverne Coda,,,"Mine de Galar n° 2, Prairie Entre-Ponts, Tour en ruines","Mine de Galar n° 2, Prairie Entre-Ponts, Tour en ruines",Incompatible,Incompatible,,,,
0715,Bruyverne,,,,,,,,,,,,,,,,,,,,,,Indisponible,Indisponible,Indisponible,Indisponible,Échange,Échange,"Ultra-Dimension, brèche verte",Ultra-Dimension,,,"Lac Ouragan, Prairie Entre-Ponts, Lac Poké Ball, Grotte du Lac","Lac Ouragan, Prairie Entre-Ponts, Lac Poké Ball, Grotte du Lac",Incompatible,Incompatible,,,,
0716,Xerneas,,,,,,,,,,,,,,,,,,,,,,"Repaire Team Flare, salle finale",Repaire Team Flare,Indisponible,Indisponible,Échange,Échange,Ultra-Dimension,"Ultra-Dimension, brèche rouge",,,Expédition Dynamax,Expédition Dynamax,Incompatible,Incompatible,,,,
0717,Yveltal,,,,,,,,,,,,,,,,,,,,,,Repaire Team Flare,"Repaire Team Flare, salle finale",Indisponible,Indisponible,"Route 16, Boîte Zygarde : rassembler au moins 10 cellules","Route 16, Boîte Zygarde : rassembler au moins 10 cellules",Route 16,Route 16,,,Expédition Dynamax,Expédition Dynamax,Incompatible,Incompatible,,,,
0718,Zygarde,10%,,,,,,,,,,,,,,,,,,,,,"Grotte Coda, salle du fond","Grotte Coda, salle du fond",Indisponible,Indisponible,"Route 16, Boîte Zygarde : rassembler au moins 50 cellules","Route 16, Boîte Zygarde : rassembler au moins 50 cellules",Caverne Coda,Caverne Coda,,,Expédition Dynamax,Expédition Dynamax,Incompatible,Incompatible,,,,
